Device,Vendor,OS,Model,"OS Version","Local AS",NeighborIP,State,NeighborName,"Remote AS",VRF,Route-Distinguisher,PW?,Description,"Address Family","Max Prefixes","Max Prefix Action"
cnhfiao1rtr001,Cisco,XE,ISR4331/K9,15.5(3)S4b,64840,10.0.128.2,TCP-ESTAB,cnhkgcc2gpr201,64840,default,,Yes,"%% cnhkgcc2gpr201 via VPLS",N/A,N/A,N/A
cnhgzao1rtr001,Cisco,XE,ISR4331/K9,15.5(3)S5,64840,10.0.132.2,shutdown,cnhkgcc2gpr201,64840,default,,Yes,"%% cnhkgcc2gpr201 via DMVPN",N/A,N/A,N/A
cnhgzao1rtr001,Cisco,XE,ISR4331/K9,15.5(3)S5,64840,10.0.128.1,TCP-ESTAB,10.0.128.1,64840,default,,Yes,"%% cnhkgcc2gpr101 via VPLS",N/A,N/A,N/A
cnhgzao1rtr001,Cisco,XE,ISR4331/K9,15.5(3)S5,64840,10.0.128.2,TCP-ESTAB,cnhkgcc2gpr201,64840,default,,Yes,"%% cnhkgcc2gpr201 via VPLS",N/A,N/A,N/A
cnhgzao1rtr001,Cisco,XE,ISR4331/K9,15.5(3)S5,64840,10.0.132.1,shutdown,10.0.132.1,64840,default,,Yes,"%% cnhkgcc2gpr101 via DMVPN",N/A,N/A,N/A
cnhkgcc1cgf001,Cisco,ASA,ASA5545,9.6(4)3,64899,10.200.212.86,,cnhkgcc1cgr001,,default,,No,,N/A,N/A,N/A
cnhkgcc1cgf001,Cisco,ASA,ASA5545,9.6(4)3,64899,10.200.212.214,,cnhkgcc1cgr001,,default,,No,,N/A,N/A,N/A
cnhkgcc1cgf001,Cisco,ASA,ASA5545,9.6(4)3,64899,10.200.212.18,,cnhkgcc1cgr001,,default,,No,,N/A,N/A,N/A
cnhkgcc1cgf001,Cisco,ASA,ASA5545,9.6(4)3,64899,10.200.212.17,,cnhkgcc2cgr001,,default,,No,,N/A,N/A,N/A
cnhkgcc1cgf001,Cisco,ASA,ASA5545,9.6(4)3,64899,10.200.212.149,,cnhkgcc2cgr001,,default,,No,,N/A,N/A,N/A
cnhkgcc1cgf001,Cisco,ASA,ASA5545,9.6(4)3,64899,10.200.212.85,,cnhkgcc2cgr001,,default,,No,,N/A,N/A,N/A
cnhkgcc1cgf001,Cisco,ASA,ASA5545,9.6(4)3,64899,10.200.212.150,,cnhkgcc1cgr001,,default,,No,,N/A,N/A,N/A
cnhkgcc1cgf001,Cisco,ASA,ASA5545,9.6(4)3,64899,10.200.212.213,,cnhkgcc2cgr001,,default,,No,,N/A,N/A,N/A
cnhkgcc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.212.210,TCP-ESTAB,cnhkgcc1cgf001,64899,ps,,No,"*** cnhkgcc1cgf001-sec BGP Peer ***","ipv4 unicast",,
cnhkgcc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.212.213,TCP-ESTAB,cnhkgcc2cgr001,64840,ps,,No,"*** cnhkgcc2cgr001-ps BGP Peer ***","ipv4 unicast",,
cnhkgcc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.214.197,TCP-ESTAB,,64699,ps,,No,"*** Diebold-1 BGP Peer ***","ipv4 unicast",,
cnhkgcc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.212.209,TCP-ESTAB,cnhkgcc2cgf001,64899,ps,,No,"*** cnhkgcc2cgf001-pri BGP Peer ***","ipv4 unicast",,
cnhkgcc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.212.21,TCP-ESTAB,cnhkgcc2cgf001,64899,client,,No,"*** cnhkgcc2cgf001-pri BGP Peer ***","ipv4 unicast",,
cnhkgcc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.212.22,TCP-ESTAB,cnhkgcc1cgf001,64899,client,,No,"*** cnhkgcc1cgf001-sec BGP Peer ***","ipv4 unicast",,
cnhkgcc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.0.144.1,TCP-ESTAB,cnhkgcc2gpr101,64840,default,,Yes,"** cnhkgcc2gpr101 via VPLS",N/A,N/A,N/A
cnhkgcc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.0.144.2,TCP-ESTAB,cnhkgcc2gpr201,64840,default,,Yes,"** cnhkgcc2gpr201 via VPLS",N/A,N/A,N/A
cnhkgcc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.212.85,TCP-ESTAB,cnhkgcc2cgr001,64840,shop,,No,"*** cnhkgcc2cgr001-shop BGP Peer ***","ipv4 unicast",,
cnhkgcc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.214.69,TCP-ESTAB,,64999,shop,,No,"*** Cisco-1 BGP Peer ***","ipv4 unicast",,
cnhkgcc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.214.74,shutdown,,64635,shop,,No,"*** NSP1-1 BGP Peer ***","ipv4 unicast",,
cnhkgcc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.212.81,TCP-ESTAB,cnhkgcc2cgf001,64899,shop,,No,"*** cnhkgcc2cgf001-pri BGP Peer ***","ipv4 unicast",,
cnhkgcc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.212.82,TCP-ESTAB,cnhkgcc1cgf001,64899,shop,,No,"*** cnhkgcc1cgf001-sec BGP Peer ***","ipv4 unicast",,
cnhkgcc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.212.145,TCP-ESTAB,cnhkgcc2cgf001,64899,eft,,No,"*** cnhkgcc2cgf001-pri BGP Peer ***","ipv4 unicast",,
cnhkgcc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.212.149,TCP-ESTAB,cnhkgcc2cgr001,64840,eft,,No,"*** cnhkgcc2cgr001-eft BGP Peer ***","ipv4 unicast",,
cnhkgcc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.212.146,TCP-ESTAB,cnhkgcc1cgf001,64899,eft,,No,"*** cnhkgcc1cgf001-sec BGP Peer ***","ipv4 unicast",,
cnhkgcc2cgf001,Cisco,ASA,ASA5545,9.6(4)3,64899,10.200.212.213,,cnhkgcc2cgr001,,default,,No,,N/A,N/A,N/A
cnhkgcc2cgf001,Cisco,ASA,ASA5545,9.6(4)3,64899,10.200.212.18,,cnhkgcc1cgr001,,default,,No,,N/A,N/A,N/A
cnhkgcc2cgf001,Cisco,ASA,ASA5545,9.6(4)3,64899,10.200.212.86,,cnhkgcc1cgr001,,default,,No,,N/A,N/A,N/A
cnhkgcc2cgf001,Cisco,ASA,ASA5545,9.6(4)3,64899,10.200.212.85,,cnhkgcc2cgr001,,default,,No,,N/A,N/A,N/A
cnhkgcc2cgf001,Cisco,ASA,ASA5545,9.6(4)3,64899,10.200.212.214,,cnhkgcc1cgr001,,default,,No,,N/A,N/A,N/A
cnhkgcc2cgf001,Cisco,ASA,ASA5545,9.6(4)3,64899,10.200.212.150,,cnhkgcc1cgr001,,default,,No,,N/A,N/A,N/A
cnhkgcc2cgf001,Cisco,ASA,ASA5545,9.6(4)3,64899,10.200.212.149,,cnhkgcc2cgr001,,default,,No,,N/A,N/A,N/A
cnhkgcc2cgf001,Cisco,ASA,ASA5545,9.6(4)3,64899,10.200.212.17,,cnhkgcc2cgr001,,default,,No,,N/A,N/A,N/A
cnhkgcc2cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.212.146,TCP-ESTAB,cnhkgcc1cgf001,64899,eft,,No,"*** cnhkgcc1cgf001-sec BGP Peer ***","ipv4 unicast",,
cnhkgcc2cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.212.150,TCP-ESTAB,cnhkgcc1cgr001,64840,eft,,No,"*** cnhkgcc1cgr001-eft BGP Peer ***","ipv4 unicast",,
cnhkgcc2cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.212.145,TCP-ESTAB,cnhkgcc2cgf001,64899,eft,,No,"*** cnhkgcc2cgf001-pri BGP Peer ***","ipv4 unicast",,
cnhkgcc2cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.0.144.2,TCP-ESTAB,cnhkgcc2gpr201,64840,default,,Yes,"** cnhkgcc2gpr201 via VPLS",N/A,N/A,N/A
cnhkgcc2cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.0.144.1,TCP-ESTAB,cnhkgcc2gpr101,64840,default,,Yes,"** cnhkgcc2gpr101 via VPLS",N/A,N/A,N/A
cnhkgcc2cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.212.210,TCP-ESTAB,cnhkgcc1cgf001,64899,ps,,No,"*** cnhkgcc1cgf001-sec BGP Peer ***","ipv4 unicast",,
cnhkgcc2cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.212.214,TCP-ESTAB,cnhkgcc1cgr001,64840,ps,,No,"*** cnhkgcc1cgr001-ps BGP Peer ***","ipv4 unicast",,
cnhkgcc2cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.212.209,TCP-ESTAB,cnhkgcc2cgf001,64899,ps,,No,"*** cnhkgcc2cgf001-pri BGP Peer ***","ipv4 unicast",,
cnhkgcc2cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.212.197,TCP-SYNSENT,,64699,ps,,No,"*** Diebold-1 BGP Peer ***","ipv4 unicast",,
cnhkgcc2cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.212.21,TCP-ESTAB,cnhkgcc2cgf001,64899,client,,No,"*** cnhkgcc2cgf001-pri BGP Peer ***","ipv4 unicast",,
cnhkgcc2cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.212.22,TCP-ESTAB,cnhkgcc1cgf001,64899,client,,No,"*** cnhkgcc1cgf001-sec BGP Peer ***","ipv4 unicast",,
cnhkgcc2cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.212.69,TCP-ESTAB,,64999,shop,,No,"*** Cisco-1 BGP Peer ***","ipv4 unicast",,
cnhkgcc2cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.212.74,shutdown,,64635,shop,,No,"*** NSP1-1 BGP Peer ***","ipv4 unicast",,
cnhkgcc2cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.212.86,TCP-ESTAB,cnhkgcc1cgr001,64840,shop,,No,"*** cnhkgcc1cgr001-shop BGP Peer ***","ipv4 unicast",,
cnhkgcc2cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.212.81,TCP-ESTAB,cnhkgcc2cgf001,64899,shop,,No,"*** cnhkgcc2cgf001-pri BGP Peer ***","ipv4 unicast",,
cnhkgcc2cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.212.82,TCP-ESTAB,cnhkgcc1cgf001,64899,shop,,No,"*** cnhkgcc1cgf001-sec BGP Peer ***","ipv4 unicast",,
cnhkgcc2gpr201,Cisco,XE,ASR1001-X,15.5(3)S5,64840,10.0.159.139,TCP-ESTAB,cnhkgcc2gps201,64841,HKG-COMPUTE,,No,"EBGP peering with cnhkgcc2gps201","ipv4 unicast",,
cnhkgcc2gpr201,Cisco,XE,ASR1001-X,15.5(3)S5,64840,10.0.159.133,TCP-ESTAB,cnhkgcc2gps201,64841,MGMT,,No,"EBGP peering with cnhkgcc2gps201","ipv4 unicast",,
cnhkgcc2gpr201,Cisco,XE,ASR1001-X,15.5(3)S5,64840,10.187.78.139,TCP-ESTAB,cnhkgso1rtr001,64840,MGMT,,No,cnhkgso1swi001,"ipv4 unicast",,
cnhkgcc2gpr201,Cisco,XE,ASR1001-X,15.5(3)S5,30821,203.131.241.33,TCP-ESTAB,,2914,HKG-INTERNET2,,Yes,,"ipv4 unicast",,
cnhkgcc2gpr201,Cisco,XE,ASR1001-X,15.5(3)S5,64840,10.61.0.197,TCP-ESTAB,10.61.0.197,64875,default,,No,"EBGP peering with ausydcc1gpr101",N/A,N/A,N/A
cnhkgcc2gpr201,Cisco,XE,ASR1001-X,15.5(3)S5,64840,10.61.0.108,TCP-ESTAB,10.61.0.108,64820,default,,No,"EBGP peering with usseccc1gpr101",N/A,N/A,N/A
cnhkgcc2gpr201,Cisco,XE,ASR1001-X,15.5(3)S5,64840,10.0.130.1,TCP-ESTAB,10.0.130.1,64840,default,,No,cnhkgcc2gpr101,N/A,N/A,N/A
cnhkgcc2gpr201,Cisco,XE,ASR1001-X,15.5(3)S5,64840,10.61.0.193,TCP-ESTAB,10.61.0.193,64860,default,,No,"EBGP peering with sgsincc1gpr101",N/A,N/A,N/A
cnhkgcc2gpr201,Cisco,XE,ASR1001-X,15.5(3)S5,64840,10.0.159.5,TCP-ESTAB,10.0.159.5,64525,default,,No,"EBGP peering with Core provider",N/A,N/A,N/A
cnhkgcc2gpr201,Cisco,XE,ASR1001-X,15.5(3)S5,64840,10.61.0.64,TCP-ESTAB,10.61.0.64,64810,default,,No,"EBGP peering with zacapcc1gpr101",N/A,N/A,N/A
cnhkgcc2gpr201,Cisco,XE,ASR1001-X,15.5(3)S5,64840,10.61.0.88,TCP-ESTAB,10.61.0.88,64810,default,,No,"EBGP peering with zacapcc1gpr201",N/A,N/A,N/A
cnhkgcc2gpr201,Cisco,XE,ASR1001-X,15.5(3)S5,64840,10.61.0.195,TCP-ESTAB,10.61.0.195,64860,default,,No,"EBGP peering with sgsincc1gpr201",N/A,N/A,N/A
cnhkgcc2gpr201,Cisco,XE,ASR1001-X,15.5(3)S5,64840,10.61.0.144,TCP-ESTAB,usmiacc1gpr101,64830,default,,No,"EBGP peering with usmiacc1gpr101",N/A,N/A,N/A
cnhkgcc2gpr201,Cisco,XE,ASR1001-X,15.5(3)S5,64840,10.61.0.12,TCP-ESTAB,sesthcc4gpr001,64800,default,,No,"EBGP peering with sesthcc1gpr001",N/A,N/A,N/A
cnhkgcc2gpr201,Cisco,XE,ASR1001-X,15.5(3)S5,64840,10.61.0.191,TCP-ESTAB,10.61.0.191,64870,default,,No,"EBGP peering with inmumcc2gpr201",N/A,N/A,N/A
cnhkgcc2gpr201,Cisco,XE,ASR1001-X,15.5(3)S5,64840,10.61.0.128,TCP-ESTAB,10.61.0.128,64820,default,,No,"EBGP peering with usseccc1gpr201",N/A,N/A,N/A
cnhkgcc2gpr201,Cisco,XE,ASR1001-X,15.5(3)S5,64840,10.61.0.160,TCP-ESTAB,usmiacc1gpr201,64830,default,,No,"EBGP peering with usmiacc2gpr201",N/A,N/A,N/A
cnhkgcc2gpr201,Cisco,XE,ASR1001-X,15.5(3)S5,64840,10.61.0.40,TCP-ESTAB,sesthcc3gpr001,64800,default,,No,"EBGP peering with sesthcc3gpr001",N/A,N/A,N/A
cnhkgcc2gpr201,Cisco,XE,ASR1001-X,15.5(3)S5,64840,10.61.0.199,TCP-ESTAB,10.61.0.199,64875,default,,No,"EBGP peering with ausydcc1gpr201",N/A,N/A,N/A
cnhkgcc2gpr201,Cisco,XE,ASR1001-X,15.5(3)S5,64840,10.61.0.189,down,10.61.0.189,64870,default,,No,"EBGP peering with inmumcc1gpr101",N/A,N/A,N/A
cnhkgcc2gpr201,Cisco,XE,ASR1001-X,15.5(3)S5,30821,115.160.141.185,down,,9381,HKG-INTERNET,,No,,"ipv4 unicast",,
cnhkgcc2gpr201,Cisco,XE,ASR1001-X,15.5(3)S5,64840,10.0.159.15,TCP-ESTAB,cnhkgcc2gps201,64841,HKG-CLIENT,,No,"EBGP peering with cnhkgcc2gps201 vrf TRANSIT","ipv4 unicast",2000,
cnhkgcc2gpr201,Cisco,XE,ASR1001-X,15.5(3)S5,64840,10.187.78.135,TCP-ESTAB,cnhkgso1rtr001,64840,HKG-CLIENT,,No,cnhkgso1swi001,"ipv4 unicast",,
cnhkgcc2gpr201,Cisco,XE,ASR1001-X,15.5(3)S5,64840,10.187.78.137,TCP-ESTAB,cnhkgso1rtr001,64840,lan,,No,cnhkgso1swi001,"ipv4 unicast",,
cnhkgcc2gpr201,Cisco,XE,ASR1001-X,15.5(3)S5,64840,10.0.159.147,TCP-ESTAB,cnhkgcc2gps201,64841,partner24,,Yes,,"ipv4 unicast",500,
cnhkgcc2gpr201,Cisco,XE,ASR1001-X,15.5(3)S5,64840,10.0.159.26,TCP-ESTAB,,12076,AZURE-APE,,No,"** Azure exoress route CTG 50Mb **","ipv4 unicast",2000,
cnhkgcc2gpr201,Cisco,XE,ASR1001-X,15.5(3)S5,64840,10.0.159.33,TCP-ESTAB,,64525,AZURE-APE,,No,"** Azure express route TELIA 50Mb **","ipv4 unicast",2000,
cnhkgcc2gps101,Cisco,XE,WS-C3850-24XS,16.6.5,64841,10.0.159.130,TCP-ESTAB,,64840,MGMT,,No,,"ipv4 unicast",2500,
cnhkgcc2gps101,Cisco,XE,WS-C3850-24XS,16.6.5,64841,10.0.159.73,TCP-ESTAB,cnhkgcc2gps201,64841,MGMT,,No,,"ipv4 unicast",,
cnhkgcc2gps101,Cisco,XE,WS-C3850-24XS,16.6.5,64841,10.0.159.136,TCP-ESTAB,,64840,HKG-COMPUTE,,No,,"ipv4 unicast",500,
cnhkgcc2gps101,Cisco,XE,WS-C3850-24XS,16.6.5,64841,10.0.159.141,TCP-ESTAB,cnhkgcc2gps201,64841,HKG-COMPUTE,,No,,"ipv4 unicast",,
cnhkgcc2gps101,Cisco,XE,WS-C3850-24XS,16.6.5,64841,10.0.159.144,TCP-ESTAB,,64840,partner24,,Yes,,"ipv4 unicast",500,
cnhkgcc2gps101,Cisco,XE,WS-C3850-24XS,16.6.5,64841,10.0.159.17,TCP-ESTAB,cnhkgcc2gps201,64841,TRANSIT,,No,,"ipv4 unicast",,
cnhkgcc2gps101,Cisco,XE,WS-C3850-24XS,16.6.5,64841,10.0.159.12,TCP-ESTAB,,64840,TRANSIT,,No,,"ipv4 unicast",500,
cnhkgcc2gps201,Cisco,XE,WS-C3850-24XS,16.6.5,64841,10.0.159.132,TCP-ESTAB,cnhkgcc2gpr201,64840,MGMT,,No,,"ipv4 unicast",2500,
cnhkgcc2gps201,Cisco,XE,WS-C3850-24XS,16.6.5,64841,10.0.159.65,TCP-ESTAB,cnhkgcc2gps101,64841,MGMT,,No,,"ipv4 unicast",,
cnhkgcc2gps201,Cisco,XE,WS-C3850-24XS,16.6.5,64841,10.0.159.146,TCP-ESTAB,cnhkgcc2gpr201,64840,partner24,,Yes,,"ipv4 unicast",500,
cnhkgcc2gps201,Cisco,XE,WS-C3850-24XS,16.6.5,64841,10.0.159.140,TCP-ESTAB,cnhkgcc2gps101,64841,HKG-COMPUTE,,No,,"ipv4 unicast",,
cnhkgcc2gps201,Cisco,XE,WS-C3850-24XS,16.6.5,64841,10.0.159.138,TCP-ESTAB,cnhkgcc2gpr201,64840,HKG-COMPUTE,,No,,"ipv4 unicast",500,
cnhkgcc2gps201,Cisco,XE,WS-C3850-24XS,16.6.5,64841,10.0.159.16,TCP-ESTAB,cnhkgcc2gps101,64841,TRANSIT,,No,,"ipv4 unicast",,
cnhkgcc2gps201,Cisco,XE,WS-C3850-24XS,16.6.5,64841,10.0.159.14,TCP-ESTAB,cnhkgcc2gpr201,64840,TRANSIT,,No,,"ipv4 unicast",500,
cnhkgdc1rtr001,Cisco,XE,ISR4331/K9,15.5(3)S5,64840,192.0.2.1,TCP-ESTAB,"krseodc1rtr002 (or) dkgredc1rtr002 (or) mxmexso1rtr002 (or) ausydso1rtr002 (or) uschicc1rtr002 (or) sebormo1rtr002 (or) itsomco1rtr002 (or) dkcphso1rtr002 (or) tristdc1rtr002 (or) gblonho1rtr002 (or) catorso1rtr002 (or) phmanso1rtr002 (or) gbwinco1rtr002 (or) hrzagdc1rtr002 (or) cnhkgdc1rtr002 (or) uymondc1rtr002 (or) esbarmo1rtr002 (or) mxmexdc1rtr002 (or) chneudc1rtr002 (or) plwarso1rtr002 (or) plwarao2rtr002 (or) cnguzao1rtr002 (or) indeldc1rtr002 (or) clsanso1rtr002 (or) seeskdc1rtr002 (or) cnshadc1rtr002 (or) twtpedc1rtr002 (or) usatldc1rtr002 (or) cnbeiso1rtr002 (or) cnshadc3rtr002 (or) gbedimo1rtr002 (or) dealldc1rtr201 (or) cabradc1rtr002 (or) pelimdc1rtr002 (or) tristpo1rtr002 (or) plpozdc1rtr002 (or) gbrugdc1rtr002 (or) denurmo1rtr002 (or) itmilso2rtr002 (or) grathso1rtr002 (or) sgsinao1rtr002 (or) usloadc1rtr002 (or) mmyanpo1rtr002 (or) esmaddc1rtr002 (or) pelimso1rtr002 (or) krseoso1rtr002 (or) dehamso1rtr002 (or) fikerdc1rtr002 (or) nlmstmo1rtr003 (or) gbmikdc1rtr002 (or) itmilso2rtr001 (or) tristso1rtr002 (or) rotimco1rtr002 (or) nzakldc1rtr002 (or) plwardc1rtr002 (or) frpardc1rtr002 (or) noosldc1rtr002 (or) ausyddc1rtr002 (or) phmandc1rtr002 (or) bddhapo1rtr001 (or) rumosso1rtr002 (or) plwarcc1rtr002 (or) clsandc1rtr002 (or) beghldc1rtr002 (or) indeldc2rtr002 (or) sesthho7rtr001 (or) rumosdc1rtr002 (or) sesthit1gpoprtr002 (or) cobogdc1rtr002 (or) jptokso1rtr002 (or) atviedc1rtr002 (or) bgsofdc1rtr002 (or) robucao1rtr002 (or) gbwemdc1rtr002",64840,HKG-CLIENT,,No,,"ipv4 unicast",,
cnhkgdc1rtr001,Cisco,XE,ISR4331/K9,15.5(3)S5,64840,10.0.132.2,shutdown,cnhkgcc2gpr201,64840,default,,Yes,"%% cnhkgcc2gpr201 via DMVPN",N/A,N/A,N/A
cnhkgdc1rtr001,Cisco,XE,ISR4331/K9,15.5(3)S5,64840,10.0.144.2,TCP-ESTAB,cnhkgcc2gpr201,64840,default,,Yes,"%% cnhkgcc2gpr201 via VPLS",N/A,N/A,N/A
cnhkgdc1rtr001,Cisco,XE,ISR4331/K9,15.5(3)S5,64840,10.0.144.1,TCP-ESTAB,cnhkgcc2gpr101,64840,default,,Yes,"%% cnhkgcc2gpr101 via VPLS",N/A,N/A,N/A
cnhkgdc1rtr001,Cisco,XE,ISR4331/K9,15.5(3)S5,64840,10.0.132.1,shutdown,10.0.132.1,64840,default,,Yes,"%% cnhkgcc2gpr101 via DMVPN",N/A,N/A,N/A
cnhkgdc1rtr001,Cisco,XE,ISR4331/K9,15.5(3)S5,64840,10.20.159.103,TCP-ESTAB,cnhkgdc1rtr002,64840,MGMT,,No,,"ipv4 unicast",,
cnhkgdc1rtr001,Cisco,XE,ISR4331/K9,15.5(3)S5,64840,192.0.2.3,TCP-ESTAB,"gbedimo1rtr002 (or) cnbeiso1rtr002 (or) plpozdc1rtr002 (or) pelimdc1rtr002 (or) tristpo1rtr002 (or) cabradc1rtr002 (or) dealldc1rtr201 (or) clsanso1rtr002 (or) indeldc1rtr002 (or) twtpedc1rtr002 (or) usatldc1rtr002 (or) cnshadc1rtr002 (or) cnhkgdc1rtr002 (or) uymondc1rtr002 (or) catorso1rtr002 (or) phmanso1rtr002 (or) hrzagdc1rtr002 (or) gbwinco1rtr002 (or) gblonho1rtr002 (or) cnguzao1rtr002 (or) chneudc1rtr002 (or) plwarao2rtr002 (or) plwarso1rtr002 (or) mxmexdc1rtr002 (or) esbarmo1rtr002 (or) uschicc1rtr002 (or) ausydso1rtr002 (or) mxmexso1rtr002 (or) dkgredc1rtr002 (or) krseodc1rtr002 (or) tristdc1rtr002 (or) dkcphso1rtr002 (or) sebormo1rtr002 (or) jptokso1rtr002 (or) cobogdc1rtr002 (or) sesthit1gpoprtr002 (or) rumosdc1rtr002 (or) bgsofdc1rtr002 (or) robucao1rtr002 (or) atviedc1rtr002 (or) ausyddc1rtr002 (or) noosldc1rtr002 (or) frpardc1rtr002 (or) clsandc1rtr002 (or) plwarcc1rtr002 (or) beghldc1rtr002 (or) indeldc2rtr002 (or) rumosso1rtr002 (or) bddhapo1rtr001 (or) phmandc1rtr002 (or) gbmikdc1rtr002 (or) tristso1rtr002 (or) dehamso1rtr002 (or) nlmstmo1rtr003 (or) esmaddc1rtr002 (or) pelimso1rtr002 (or) nzakldc1rtr002 (or) sgsinao1rtr002 (or) cnshacc2ipt002 (or) grathso1rtr002 (or) denurmo1rtr002 (or) gbrugdc1rtr002 (or) mmyanpo1rtr002 (or) usloadc1rtr002",64840,lan,,No,,"ipv4 unicast",,
cnhkgdc1rtr002,Cisco,IOS,ISR4331/K9,15.5(3)S5,64840,10.20.159.102,TCP-ESTAB,cnhkgdc1rtr001,64840,MGMT,,No,,"ipv4 unicast",,
cnhkgdc1rtr002,Cisco,IOS,ISR4331/K9,15.5(3)S5,64840,10.0.132.1,TCP-ESTAB,10.0.132.1,64840,default,,Yes,"%% cnhkgcc2gpr101 via DMVPN",N/A,N/A,N/A
cnhkgdc1rtr002,Cisco,IOS,ISR4331/K9,15.5(3)S5,64840,10.0.132.2,TCP-ESTAB,cnhkgcc2gpr201,64840,default,,Yes,"%% cnhkgcc2gpr201 via DMVPN",N/A,N/A,N/A
cnhkgdc1rtr002,Cisco,IOS,ISR4331/K9,15.5(3)S5,64840,10.0.144.2,shutdown,cnhkgcc2gpr201,64840,default,,Yes,"%% cnhkgcc2gpr201 via VPLS",N/A,N/A,N/A
cnhkgdc1rtr002,Cisco,IOS,ISR4331/K9,15.5(3)S5,64840,10.0.144.1,shutdown,cnhkgcc2gpr101,64840,default,,Yes,"%% cnhkgcc2gpr101 via VPLS",N/A,N/A,N/A
