Device,Vendor,OS,Model,"OS Version","Local AS",NeighborIP,State,NeighborName,"Remote AS",VRF,Route-Distinguisher,PW?,Description,"Address Family","Max Prefixes","Max Prefix Action"
inmumcc1gps101,Cisco,XE,WS-C3850-24XS,16.6.4,64871,10.0.239.141,TCP-ESTAB,inmumcc2gps201,64871,MUM-COMPUTE,,No,,"ipv4 unicast",,
inmumcc1gps101,Cisco,XE,WS-C3850-24XS,16.6.4,64871,10.0.239.73,TCP-ESTAB,inmumcc2gps201,64871,MGMT,,No,,"ipv4 unicast",,
inmumcc1gps101,Cisco,XE,WS-C3850-24XS,16.6.4,64871,10.0.239.130,TCP-ESTAB,,64870,MGMT,,No,,"ipv4 unicast",2500,
inmumcc1rtr001,Cisco,IOS,CISCO2921/K9,15.2(4)M6a,50266,10.201.221.51,TCP-ESTAB,inmumcc2rtr001,50267,default,,No,"metro Ethernet peer",N/A,N/A,N/A
inmumcc1rtr001,Cisco,IOS,CISCO2921/K9,15.2(4)M6a,50266,10.201.216.9,TCP-ESTAB,inmumcc1cgr001,64870,default,,No,"inmumcc1cgr001 peer",N/A,N/A,N/A
inmumcc2cgf001,Cisco,ASA,ASA5555,9.6(4)3,64899,10.201.216.149,,inmumcc1cgr001,,default,,No,,N/A,N/A,N/A
inmumcc2cgf001,Cisco,ASA,ASA5555,9.6(4)3,64899,10.201.216.86,,inmumcc2cgr001,,default,,No,,N/A,N/A,N/A
inmumcc2cgf001,Cisco,ASA,ASA5555,9.6(4)3,64899,10.201.216.85,,inmumcc1cgr001,,default,,No,,N/A,N/A,N/A
inmumcc2cgf001,Cisco,ASA,ASA5555,9.6(4)3,64899,10.201.216.150,,inmumcc2cgr001,,default,,No,,N/A,N/A,N/A
inmumcc2cgf001,Cisco,ASA,ASA5555,9.6(4)3,64899,10.201.216.17,,inmumcc1cgr001,,default,,No,,N/A,N/A,N/A
inmumcc2cgf001,Cisco,ASA,ASA5555,9.6(4)3,64899,10.201.216.214,,inmumcc2cgr001,,default,,No,,N/A,N/A,N/A
inmumcc2cgf001,Cisco,ASA,ASA5555,9.6(4)3,64899,10.201.216.213,,inmumcc1cgr001,,default,,No,,N/A,N/A,N/A
inmumcc2cgf001,Cisco,ASA,ASA5555,9.6(4)3,64899,10.201.216.18,,inmumcc2cgr001,,default,,No,,N/A,N/A,N/A
inmumcc2cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64870,10.0.224.2,TCP-ESTAB,inmumcc2gpr201,64870,default,,Yes,"** inmumcc1gpr201 via VPLS",N/A,N/A,N/A
inmumcc2cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64870,10.0.224.1,TCP-ESTAB,inmumcc1gpr101,64870,default,,Yes,"** inmumcc1gpr101 via VPLS",N/A,N/A,N/A
inmumcc2cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64870,10.201.216.145,TCP-ESTAB,inmumcc1cgf001,64899,eft,,No,"*** inmumcc1cgf001-pri BGP Peer ***","ipv4 unicast",,
inmumcc2cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64870,10.201.216.146,TCP-ESTAB,inmumcc2cgf001,64899,eft,,No,"*** inmumcc2cgf001-sec BGP Peer ***","ipv4 unicast",,
