name,category,strucBreaks
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/32]multicast-packets-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/32]broadcast-packets-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/32]multicast-packets-sent,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/32]broadcast-packets-sent,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/32]output-drops,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/32]output-queue-drops,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/32]input-drops,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/32]input-queue-drops,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/32]runt-packets-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/32]giant-packets-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/32]throttled-packets-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/32]parity-packets-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/32]unknown-protocol-packets-receiveHundredGigE0/0/0/32,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/32]input-errors,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/32]crc-errors,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/32]input-overruns,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/32]framing-errors-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/32]input-ignored-packets,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/32]input-aborts,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/32]output-errors,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/32]output-underruns,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/32]output-buffer-failures,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/32]output-buffers-swapped-out,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/32]applique,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/32]resets,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/32]carrier-transitions,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/32]availability-flag,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/33]packets-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/33]bytes-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/33]packets-sent,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/33]bytes-sent,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/33]multicast-packets-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/33]broadcast-packets-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/33]multicast-packets-sent,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/33]broadcast-packets-sent,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/33]output-drops,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/33]output-queue-drops,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/33]input-drops,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/33]input-queue-drops,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/33]runt-packets-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/33]giant-packets-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/33]throttled-packets-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/33]parity-packets-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/33]unknown-protocol-packets-receiveHundredGigE0/0/0/33,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/33]input-errors,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/33]crc-errors,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/33]input-overruns,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/33]framing-errors-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/33]input-ignored-packets,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/33]input-aborts,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/33]output-errors,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/33]output-underruns,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/33]output-buffer-failures,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/33]output-buffers-swapped-out,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/33]applique,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/33]resets,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/33]carrier-transitions,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/33]availability-flag,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/34]packets-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/34]bytes-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/34]packets-sent,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/34]bytes-sent,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/34]multicast-packets-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/34]broadcast-packets-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/34]multicast-packets-sent,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/34]broadcast-packets-sent,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/34]output-drops,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/34]output-queue-drops,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/34]input-drops,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/34]input-queue-drops,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/34]runt-packets-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/34]giant-packets-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/34]throttled-packets-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/34]parity-packets-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/34]unknown-protocol-packets-receiveHundredGigE0/0/0/34,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/34]input-errors,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/34]crc-errors,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/34]input-overruns,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/34]framing-errors-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/34]input-ignored-packets,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/34]input-aborts,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/34]output-errors,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/34]output-underruns,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/34]output-buffer-failures,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/34]output-buffers-swapped-out,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/34]applique,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/34]resets,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/34]carrier-transitions,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/34]availability-flag,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/35]packets-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/35]bytes-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/35]packets-sent,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/35]bytes-sent,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/35]multicast-packets-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/35]broadcast-packets-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/35]multicast-packets-sent,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/35]broadcast-packets-sent,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/35]output-drops,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/35]output-queue-drops,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/35]input-drops,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/35]input-queue-drops,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/35]runt-packets-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/35]giant-packets-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/35]throttled-packets-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/35]parity-packets-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/35]unknown-protocol-packets-receiveHundredGigE0/0/0/35,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/35]input-errors,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/35]crc-errors,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/35]input-overruns,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/35]framing-errors-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/35]input-ignored-packets,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/35]input-aborts,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/35]output-errors,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/35]output-underruns,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/35]output-buffer-failures,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/35]output-buffers-swapped-out,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/35]applique,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/35]resets,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/35]carrier-transitions,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/35]availability-flag,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/4]broadcast-packets-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/4]broadcast-packets-sent,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/4]output-drops,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/4]output-queue-drops,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/4]input-drops,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/4]input-queue-drops,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/4]runt-packets-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/4]giant-packets-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/4]throttled-packets-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/4]parity-packets-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/4]unknown-protocol-packets-receiveHundredGigE0/0/0/4,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/4]input-errors,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/4]crc-errors,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/4]input-overruns,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/4]framing-errors-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/4]input-ignored-packets,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/4]input-aborts,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/4]output-errors,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/4]output-underruns,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/4]output-buffer-failures,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/4]output-buffers-swapped-out,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/4]applique,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/4]resets,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/4]carrier-transitions,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/4]availability-flag,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/5]broadcast-packets-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/5]broadcast-packets-sent,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/5]output-drops,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/5]output-queue-drops,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/5]input-drops,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/5]input-queue-drops,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/5]runt-packets-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/5]giant-packets-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/5]throttled-packets-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/5]parity-packets-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/5]unknown-protocol-packets-receiveHundredGigE0/0/0/5,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/5]input-errors,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/5]crc-errors,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/5]input-overruns,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/5]framing-errors-received,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/5]input-ignored-packets,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/5]input-aborts,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/5]output-errors,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/5]output-underruns,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/5]output-buffer-failures,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/5]output-buffers-swapped-out,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/5]applique,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/5]resets,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/5]carrier-transitions,Constant Slopes,
Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/generic-counters[interface-name:HundredGigE0/0/0/5]availability-flag,Constant Slopes,
